author_name,rating,content
Adam Tarkowski,5,Wszystko gra
Mariusz Bulanda,5,Super
Marta Jeziorska,1,Nagła decyzja o przymusowej sprzedaży kryptowalut. 0 zaufania
Artur W,1,"Application has unpredictable maintenance time and duration - every night for an hour or so they stop updating instrument prices pretending market closure. They REMOVED some of the crypto instruments (dash, stellar) and forced me to close long positions and loose money. High spreads and swap costs - avoid the app, and the company as such."
Łukasz Trzeciak,1,Szkoda ze android wali se w hu... ale kasa i kasa a apka standard DONO!!!
Bartłomiej Frączek,1,"Nie polecam ani trochę. Nie dajcie się zwieźć brakiem prowizji. Doją klientów przez duży spread. Do tego jeszcze zamykają możliwość inwestowania w różne rzeczy kiedy im się to podoba. Dzisiaj otworzysz pozycję, a jutro się dowiesz, że w następnym tygodniu zostanie ona automatycznie zamknięta, wbrew twojej woli"
Lukarz,5,Jestem początkującym i dzięki tej aplikacji temat inwestycji staję się łatwiejszy. podczas zakładania kontakt kontakt opiekuna w celu weryfikacji co pozwala jeszcze zadać kilka pytań.
Paweł Postaleniec,3,Po wylogowaniu z aplikacji resetują się jej ustawienia dotyczące odblokowania kodem i odciskiem palca. Warto to naprawić.
Grzegorz Łapiński,5,The best app on the market
Jarosław Balcar,5,Great!!!
Adam Wawrzyniak,5,Stronks:)
Marek Olek,5,Ok
Dominika Przydacz,5,"Bardzo dobra aplikacja moblina, wszystko działa sprawnie, przejrzyste zakładki i składanie zleceń, polecam"
Gracjan Kwieciński,5,"Aplikacja przyzwoita i dobrze zrobiona. Testowałem kilka symulatorów giełdy, ale były za bardzo ograniczone. Jedyna wada tej aplikacji, to mało kryptowalut, ale być może się to zmieni."
Kliwer Real Estate,5,Super
spider,4,"Całkiem nieźle w porównaniu do konkurencyjnych apek. Z plusów fajne wiadomości dopasowane do instrumentu, średnia zmienność ostatnio i sentyment. Portfolio z listą pozycji gdzie można szybko przenieść się na wykres. Fajnie że jest wolumen w indykach, brakuje tylko informacji na którym instrumencie jest on realny a nie tickowy i jeszcze opcja skumulowanego by się przydała. Z minusów to nie można z poziomu wykresu zmieniać zleceń tylko poniżej przestawiając wartości, a kolejne parametry są dosyć daleko od siebie i mocno się zmniejsza obszar wykresu w tym czasie. Nie można też wykresu przesunąć góra/dół a jedynie ścisnąć/rozciągnąć. Z powiadomieniami duża słabość apki, bo po dojściu ceny do alarmu, bądź zlecenia wyskakuje na telefonie powiadomienie żeby wejść do apki ale po jej otworzeniu nie ma żadnych informacji czego to powiadomienie dotyczy (czy realizacji TP, SL czy alarmu) ani na jakim instrumencie się uaktywniło. Gdy aplikacja jest włączona i nie wygaszona to widać powiadomienia handlu gdy się ma włączone w opcjach notyfikacje, ale wyskakują 3okienka dotyczące zlecenia (zawartego, TP i SL) zasłaniając trochę ekran smartfona, a na platformie desktopowiej jest to jeszcze bardziej irytujące bo tam jest z prawej strony te powiadomienie trzy jedno pod drugim wyskakuj, czyli tu gdzie aktualnie cena i nie widać co się dzieje, nie ma jak przesunąć w tym czasie zleceń (powinno to być skumulowane w jednym okienku i w wyświetlać się w miejscu gdzie nie zasłania wykresu i możliwości ingerencji w zlecenia). Przydała by się też możliwość ustawienia schematu bądź włączenia na wszystkich instrumentach wybranych indykatorów. Przy okazji w apce alarmy cenowe nie działają na demo (czy to celowe?), tylko na real koncie."
Grzegorz Niedźwiedzki,5,Ok
Zbigniew Kaldonski,4,Ok jednak dużo trzeba się nauczyć.
A S,1,"Aplikacja na komórkę jeszcze działa, ale na komputerze fatalnie, świeczki rysują się, potem są zamrożone, chodzi tylko cena, zawiesza się, do 20 sekund bezczynności, w tym momencie nie wiadomo co dzieje się z ceną, market marker, więc szybsze stopy, późniejsze wejścia limit orders, ogólnie zraziłem się"
Trade Cantona,5,Mega
leon ng,5,Polecam wszystkim
Andrzej K,5,Aplikacja ok
Robert Studio,5,dobre wiadomosci
Elżbieta Kolecka,5,Ok
Grzegorz Krzyzan,1,Długo kompletowana lista ulubionych spółek w aplikacji nagle zniknęła . Pomoc techniczna potwierdziła problem ale odzyskanie listy było poza ich możliwościami.
Aleksander Mościcki,5,"W ostatnim czasie wydajność aplikacji jest lepsza niż 3 m-ce temu. Brakuje pewnych funkcjonalności typowych do skladania zlecen w biurze maklerskim, natomiast w pozostalej części dla mnie lepsza."
Krzysztof Przewoźny,5,wszystko OK.
Łukasz T,3,Platforma jest ok ale apka niedopracowana i mało opcji by sprawnie działać lub się edukować.
Artrur Herbaczewski,5,Super apka
Krzysztof Skomra,1,Brak widoczności stoploss i ciągle brakuje powiadomień SMS o alertach cenowych
Marcin Kalinowski,5,Spoko Platforma Zawsze na czas:):):)
Dariusz Łojewski,5,Aplikacja jest jest szybka i nie ma żadnych przycinek. Idealnie sprawdza się do kontrolowania portfela mobilnie.
Mateusz,5,Ok
Joanna Mrozek,5,Dobra aplikacja
Tomasz Pietraszek,4,Ok
Rafał Iwaniuk,5,"Jest ok, czytelna, bez błędów."
Aleksander Skrzypczak,4,"Dużo możliwości, duża wygoda, niskie koszty. Jedyny minus to nie zawsze intuicyjny i przemyślany interfejs"
Wiejski Serek “Sertiss”,1,"Wkurzające jest to gdy w wyszukiwarce wpisuje się nazwę waloru i wchodzi w niego, to po wyjściu już nie można skorzystać z wyszukiwarki tylko trzeba powrócić do panelu głównego aplikacji. Jest to strasznie nieintuicyjne i denerwujące."
Daniel Kowalczyk,1,"Powiem szczerze że próbuje się przestawić na tą aplikację z bardzo prostej i łopatologocznej aplikacji mBanku i cały czas wydaje mi się że ta aplikacja jest nieprzejrzysta i trudna w odbiorze. naprawdę ciężko jest mi się połapać co gdzie jest i jak to działa. wszystko wydaje się takie mało intuicyjne. Aplikacja mobilna naprawdę powinna spełniać dwie podstawowe funkcje, łatwość obserwacji notowań w czasie rzeczywistym oraz łatwość zakupu i sprzedaży akcji. Ta nie spełnia żadnej z tych funkcji."
AleX Kor,5,Jeden z najlepszych brokerów w Polsce. Polecam!
Jake Grabowski,5,Najnowocześniejsze biuro maklerskie + broker w Polsce w Europie na Świecie
Mateusz,5,Dopiero zaczynam
sausagepat,5,kk
Marcin Wojtkowiak,5,Ok
Przemek,3,Całkiem ok ale jest trochę błędów. Np po ustawieniu alertów cenowych żeby je zobaczyć w oknie indeksu muszę wyjść na główne okno i ponownie wejść
Raco tdt,2,Pa aktualizacji znacznie więcej bledow
Łukasz Stańczyk,2,"Aplikacja bardzo często się zacina. Ciężko na niej pracować, gdy nie ma możliwości skorzystania z laptopa i wersji przegladarkowej."
Marcus Tweet,5,Super
Grzegorz Wykręt,4,Przydał by się automatyczny robot
Kacper Kal,4,"Nie mam odniesienia co do tego typu aplikacji, ale wydaje mi się że jest całkiem dobra."
Mateusz Mazurek,5,"Przejrzysta, szybko działa."
Dominik Pielak,5,"Dobra aplikacja, chociaż czasem trzeba zrestartować jak się wróci do wcześniej zminimalizowanej aplikacji, bo ma problem żeby odświeżyć ""ulubione"""
Romeo Calvo,4,Jest nie do końca przejrzysty ale głównie inwestuję na tej aplikacji z powodu dużego wyboru inwestycji
paweld2623,4,Gwiazdka mniej za uporczywe przypominanie o ocenie aplikacji na niemal każdym ekranie.
Michał Kęsicki,5,"Dobra apka, makler chyba też."
Krzysztof “Krisu” Krzysztof,3,"Trochę słaba graficznie, ale generalnie działa i jest ok. Jak by poprawić grafikę na bardziej profesjonalną, to dałbym 4 *."
Filip Rochowiak,5,"Najlepsza aplikacja do tradingu - bardzo intuicyjna, a dodatkowo zerowa prowizja za otwieranie pozycji na akcjach."
Krzysztof Kochanowicz,5,Super
Damian Jakubiuk,3,Apka działa coraz wolniej a dzisiaj nie działa wcale. Może wraz ze wzrostem ilości klientów warto zainwestować w lepsze serwery?
Robert Bieniek,1,"Aplikacja do inwestowania ktora uniemożliwia robienie transakcji, dane w aplikacji ładują się wieczność"
Kacper Stempiński,1,"Nowa wersja tragedia! Prędkość z jaką ładują się dane, pozostawia wiele do życzenia... Windows 98 by to szybciej przemielił😏"
Maczespl,5,Nie mam żadnych zastrzeżeń
TheGoral777,5,Bardzo mi się podoba jest wszystko ok
Stunter85,5,Bardzo przyjazny broker. Szybki kontakti kontakt jest możliwy dIeki przydzilonemu opiekunowi do ktorego jest nr kom. Takze polecam ze swojej strony
Pawel Gxt,5,"Fajna, czytelna aplikacja, dobra aktualizacja danych."
Piotr Huzar,5,"Przejżyste menu ,czytelne jak się poćwiczy to exstra ,wielki plus i więcej."
Milion Miliard,5,Super
Tomasz Słodyczka,1,"Nie polecam- nie dość, że aplikacja ma problemy z odświeżaniem danych, kolejne wersje apki dodają ekrany które mnie nie interesują, a których nie da się usunąć to sam dom maklerski jest szemrany i zdarza się, że nie da się wykonać zlecenia. Ocena potocznie zwaną ""szmatą"" należy się w tym przypadku ""jak psu buda""."
Andrzej Krygier,5,Super aplikacja. Działa szybko i bez problemów.
Tomasz Borczyński,4,"Zmiana zakładki Edukacja wyszła, według mnie, na gorsze. W poprzedniej wiedza była pokażą w sposób bardziej przystępny. Brakuje mi ""tekstowego"" opisu różnych zagadnień. Mam wrażenie, że same filmiki to za mało."
James Bond,5,Super
Łukasz Szczepanik,4,"Najwieksze wady 1. Brak możliwości minimalizacja paska ze stanem konta i pomarańczowym przyciskiem Wpłać depozyt 2. Brak możliwości usunięcia zakładek ulubione, popularne."
Łukasz,2,"Brak możliwości składania zleceń oczekujących po zakończeniu sesji/przed rozpoczęciem sesji to największy minus. Poza tym brak możliwości ustawienia zlecenia Stop Loss z poziomu aplikacji to drugi bardzo duży minus. Trzeci jaki zauważam to brak przy zajętej pozycji na akcjach, kwoty wyrażonej w złotówkach jaką stanowi dana pozycja i jej waga w portfelu (jest tylko procentowe i kwotowe zysk/strata)."
Łukasz Szary,2,Pojawił się problem z ładowaniem wykresów oraz instrumentów w zakładce ulubione.
Adam Tajfun,4,Prosta w obsłudze aplikacja. Bez konkurencyjna. Polecam
Karol Madej,5,Ok
HardMonteStyle,1,Na poczatku aplikacja byla idealna latwa i intuicyjna w obsludze pozniej pojawily sie piekne obrazki i innne ulepszenia pozniej zaczela sie zacinasz a teraz jak 3 razy w ciagu dnia uda mi sie ja w ogole otworzyc to kupuje szampana i oblewam ten wielki sukces. Bylo 5 gwiazdek po aktualizacji zmienilem na 3 ale w tej chwili w ogole nie moge korzystac wiec 1 gwiazdka. Prosze naprawcie te bledy
Tadeusz Kozera,5,Super apka dawać hajsy
Wjtk S.,1,Po ostatniej aktualizacji zakładka trading nie pokazuje żadnych pozycji. Widoczna jest jedynie ikona ładowania.
Oskar,4,"Intuicyjna apka z szybkim response time. Brakuje mi paru rzeczy, zwłaszcza jaśniejszej informacji o kursie przewalutowania dla zakupów/sprzedaży (pokazuje tylko kurs dla zakupu, nie ma informacji o tym ile różni się od średniej czyli o ukrytej opłacie). Szukanie instrumentów inwestycyjnych też mogłoby być łatwiejsze (obecnie mamy wszystkie zgrupowane po kraju, nie można wybrać filtra np indeksu czy giełdy). Ale generalnie póki co najlepsza apka inwestycyjna jaka używałem."
John The Revelator,5,Solidna apka
Kamil Jakub,4,"Na polskim rynku nie ma Maklera, który miałby porównywalną aplikacje. Nie mniej są elementy, które wymagają poprawy. Przy każdej otwartej pozycji przydałaby się ""wartość zakupu"" i ""wartość rynkowa"" - podstawowe informacje dla świadomości, jaki kapitał mamy w danej spółce i przez ten brak często odpalam PC. Kolejny minus to fakt, że zakładek popularne i największe zmiany nie można przemieszczać lub wyłączyć."
Marcin “LisO” Lisiecki,2,"Wszystko ok podoba się mi nowości extra, petarda moc. Lecz co z tego czekasz czekasz aż załaduje wykres, instrumencie czy samo wejście czy zmiana godzinowego interwału dramat. Kłopot który wyżej opisałem częsta zdążą się również podczas samego wlonczania aplikacji. Ogarnijcie by dobrze się inwestowało. Pozdrawiam ogarnięcie będzie napewno 5 gwiazdorów bo zmiany są na leprze."
Paweł M,4,"Aplikację dopiero poznaję, brak mi porównania do podobnych tego typu. Wydaje się być dobrym narzędziem."
Sebastian Kuś,3,"Aplikacja od paru dni nie pokazuje mi wcale strony głównej, w której mam zapisane wszystkie walory. Wczytuję się w nieskończoność."
Cezary Golz,5,"Dla mnie aplikacja jest w porządku, z jednym bardzo ważnym minusem. Pokazuje zysk/stratę brutto, zamiast netto. To bywa bardzo mylące, ponieważ zdarza się, że chcąc zamknąć pozycję np. z zyskiem 1000 zł, który pokazuje aplikacja, faktycznie zamykam ją z dużą stratą. Wiedząc o tym zawsze porównuję zysk/stratę z aplikacją xStation5 na laptopa. Wszystko inne bardzo mi się podoba. Edit 02.04.2021: od kilku miesięcy już jest ppkazywana wartość netto. Teraz jest super i dodaję zaległą gwiazdkę."
Krzysztof Mientus,2,"Od pewnego czasu nie mogę załadować notowań giełdy, zarówno po wifi jak i sieci komórkowej. Mieli, mieli i wywala brak połączenia. A internet jest ok, inne aplikacje działają"
Adam Sandurski,5,Najlepsza na polskim rynku
inwestor nieruchomy,5,Bardzo ok
Wojciech B,1,"Aplikacja super, jedynie drobne błędy, np jak wyszukiwanie drugiego papieru nie zawsze działa i trzeba wyjść z okna i wejść jeszcze raz. Poza tym super. Edit: Po aktualizacji w dn.31.03.2021 nie wczytują się zupełnie instrumenty! Pilnie potrzebna latka!"
Krystian Garus,3,"Czy tylko ja mam problem po aktualizacji? Nie pokazuje mi się żadna lista instrumentów. Ciągle ładuje i nie może załadować. Portfel, nastroje, wiadomości czy inne funkcje działają szybko i bez zarzutu. Niestety bez list instrumentów nie mogę prowadzić tradingu. 3*** za problemy po ostatniej aktualizacji."
Zbigniew Just,1,"Po aktualizacji nie można wejść w trading, jest ekran ładowania i nic więcej"
Piotr Danisz,5,Super apka tylko podobało mi się to w starej że były wigedty
Robert J,5,Polecam tą aplikację.
Sławomir Marciniak,5,Wszystko w porządku. Aplikacja działa poprawnie. Mogą polecić.
Luki Lucky,5,Oki
Dominik Ciesinski,5,Fajnie ze łączy się z prawdziwymi danymi i jest prosta w obsłudze
Bartosz Piotrowski,5,Wszystko Ok
P 1,3,Na Androidzie aplikacja po pewnym czasie używania spowalnia i zacina się jak nieszczęście
Piotr Dłubak,5,Doskonała
Czesio Czesław,4,"Aplikacja intuicyjna. Właściwie wszystko pod ręką. Dobra na początek. Brakuje jedynie opcji BE, ale to na całej platformie MT5 XTB."
Mateusz Sabisz,5,Rewelacja
Jan Piotrowski,2,W zasadzie nadaje sie tylko do szybkiego podgladu np. jadac autem. Jakiekolwiek dzialania sa nieintuicyjne i zagrzebane w gaszczu zbednych badziewi. Oprocz tego strasznie zamula.
Jasiek,1,"Nie mogę zainstalować tej aplikacji, nie chce używać niecenzuralnych słów ale, qrwa nie mogę. Tel Huawei p10"
Daniel Papros,1,Aplikacja ogólnie działa ale częste zacinanie się bardzo długie ładowania niezwykle przeszkadzają na dłuższą metę
Użytkownik Google,5,"Bez prowizji...?I wszystko.A xStation mega aplikacja,czytelna i użyteczna. ✓Ja już zarabiam."
Marek Martyn z Krakowa,4,"Jestem początkującym graczem giełdowym i raczej bardzo drobnym. Brakuje mi na pewno informacji o zysky netto w portfelu. Poza tym przy przesuwaniu pozycji w ulubionych zdarza się zahaczyć przypadkiem o niewłaściwą opcję i przypadkiem ją przesunąć. Może to kwestia zbyt dużej czułości? I jeszcze jedno, potrafi się zacząć w najmniej odpowiednim momencie, czyli dużego ruchu - walor wyświetla się np. jako posiadany, choć już został sprzedany, więc brak jest kontroli nad swoim portfolio."
Marcin Mika,5,Dla początkującego bardzo czytelne i intuicyjne
Dariusz Kalęba,5,Ok
RonRPL,2,"Nie da się używać bez podania maila i zaakceptowania jakichś tam warunków, nawet w trybie demo."
Sławomir Żagan,5,Git
Maciej Pawulski,5,Jest ok
Paweł,5,Super
Pi Mc,3,"Sama funkcjonalność aplikacji jest ekstra. Nie trzeba sobie ciągle przeliczać wszystkiego w głowie, to co trzeba jest na ekranie. Problem w tym, że dwie rzeczy działają źle. Pierwszy: aplikacja strasznie zamula i zacina się po pewnym czasie działania. Drugi: chyba nie odświeżają się wiadomości, dopóki się tam parę razy nie zaglądnie. Mam porównanie z wersją na iOS. Tamta nie zamula, ale ma trochę mniej opcji. Szkoda, bo nie chcę iść do konkurencji, xtb ma dużą przewagę jak na moje potrzeby."
Tomasz Półkośnik,5,Intuicyjna
Patryk Turlik,5,Wszystko w jednym miejscu ;)
Pawel Romaniuk,5,Ok
kravista13,5,"Aplikacja świetna. A czy idzie w aplikacji sprawdzić jaka jest cena rynkowa np. Złota, Bitcoin itp. w walucie PLN? Czy tylko standardowo tylko w USD?"
Piotr Baran,3,Często się zacina zarówno na tablecie jak i na komórce.
Zbyszek Krawczyk,4,uczę się
Wiktor Radomski,5,Bardzo dobrze zrobiona aplikacja
Bartosz Sienkiewicz,4,"Nie mogę ustawić zlecenia stop loss w aplikacji , support nie jest w stanie pomóc , poza tym ok"
Przemysław Zyguła,4,Brakuje mi możliwości alfabetycznego sortowania instrumentów w listach. Aplikacja generalnie w porządku.
